NUM DRONES,4
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.6
DRONE TIME LIMIT,1.5
TRUCK TIME LIMIT,1.58
TRUCK UNIT COST,1.25
DRONE UNIT COST,0.03
0	4.76	13.87	0.00
1	19.92	9.05	2.04
2	8.42	16.62	2.07
3	11.18	13.63	1.26
4	6.35	6.95	2.14
5	7.44	18.67	1.11
6	3.97	6.46	57.78
7	8.37	13.16	0.39
8	18.33	12.20	49.68
9	18.68	10.01	1.91
10	1.25	8.65	0.68
11	10.67	19.57	0.96
12	8.45	17.86	22.08
13	10.19	14.07	1.30
14	5.22	2.30	0.25
15	10.11	9.43	0.22
16	6.29	6.24	1.75
17	15.11	0.59	64.90
18	10.92	18.81	1.16
19	8.59	13.90	1.48
20	7.63	4.10	2.02
21	3.91	3.51	2.20
22	13.01	9.45	0.39
23	10.54	0.03	12.89
24	14.15	8.70	0.17
25	18.13	16.94	0.93
26	8.89	15.75	1.65
27	5.39	6.25	1.14
28	2.75	16.79	40.41
29	14.12	8.51	2.20
30	9.28	15.79	0.43
31	10.40	16.90	1.30
32	7.56	15.40	2.09
33	8.64	16.26	2.00
34	8.94	14.77	0.54
35	9.03	15.95	1.54
36	8.71	16.31	2.01
37	5.60	6.30	1.18
38	2.19	5.66	1.37
39	5.03	5.90	1.15
40	2.38	17.25	1.73
41	3.32	17.32	0.84
42	2.47	16.53	1.99
43	1.56	16.79	1.80
44	2.29	16.55	1.59
45	2.53	17.30	1.12
46	2.48	17.13	1.15
47	15.61	7.76	0.16
48	13.89	8.38	1.11
49	11.58	10.05	1.52
50	13.99	8.69	55.27
