NUM DRONES,5
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.6
DRONE TIME LIMIT,2.0
TRUCK TIME LIMIT,2.1
TRUCK UNIT COST,1.25
DRONE UNIT COST,0.03
0	0.00	12.50	0.00
1	18.73	21.44	0.40
2	2.36	2.56	0.79
3	6.04	24.74	1.70
4	5.39	12.11	2.10
5	23.47	14.59	0.40
6	10.61	7.19	1.96
7	18.23	21.98	0.72
8	17.60	20.73	0.24
9	18.51	21.58	1.34
10	18.70	21.50	0.17
11	19.76	21.92	2.06
12	18.99	21.11	8.60
13	18.83	21.56	1.75
14	18.75	21.32	0.54
15	18.11	24.50	1.51
16	16.33	24.54	2.13
17	18.79	21.76	2.16
18	18.86	21.80	13.59
19	20.12	20.49	1.87
20	17.77	19.40	1.24
21	18.79	21.30	1.88
22	17.20	18.53	26.27
23	18.68	21.25	1.13
24	18.82	21.40	1.92
25	18.73	21.30	13.05
26	18.61	21.35	1.87
27	18.76	21.84	0.15
28	21.63	20.12	1.40
29	18.31	21.66	0.10
30	18.78	21.32	0.46
31	18.55	21.85	0.60
32	17.79	21.54	1.91
33	18.56	20.59	2.07
34	16.61	23.24	2.03
35	19.43	20.89	0.66
36	18.47	21.47	33.26
37	18.63	21.38	1.52
38	18.95	19.40	29.86
39	16.12	20.64	1.67
40	1.51	3.92	0.66
41	2.37	2.57	0.40
42	3.32	2.02	2.01
43	3.04	2.41	2.10
44	2.14	2.64	14.17
45	2.49	2.93	1.94
46	3.01	5.10	1.87
47	2.44	2.36	0.16
48	2.15	2.60	1.94
49	3.33	3.36	0.78
50	4.51	0.10	1.01
51	4.24	2.60	0.55
52	2.33	2.56	2.05
53	4.85	2.96	17.02
54	2.23	2.69	1.82
55	2.60	1.18	0.68
56	1.44	2.62	35.81
57	0.80	2.46	0.79
58	2.98	2.77	1.52
59	2.30	2.42	0.42
60	2.57	2.16	0.27
61	2.38	2.44	0.60
62	2.42	2.43	0.67
63	1.99	2.26	1.45
64	1.05	3.49	2.24
65	2.26	3.81	0.39
66	1.00	3.03	0.41
67	2.37	2.61	1.99
68	5.83	24.44	2.17
69	6.78	24.26	0.63
70	7.98	24.17	1.40
71	4.96	24.58	0.19
72	6.02	24.88	1.71
73	6.56	24.56	1.67
74	6.09	24.71	0.12
75	6.34	24.79	12.42
76	5.62	23.11	2.10
77	5.80	24.86	1.52
78	5.94	24.72	0.44
79	6.05	24.72	20.91
80	5.85	24.70	2.08
81	6.09	24.86	1.16
82	6.68	24.89	1.98
83	6.76	23.29	35.24
84	6.25	24.73	1.33
85	5.09	11.88	1.51
86	5.58	12.04	0.30
87	5.31	12.24	0.42
88	3.16	12.35	33.66
89	8.74	13.20	1.32
90	5.52	11.84	0.93
91	5.04	14.65	0.65
92	5.38	12.12	1.89
93	6.97	12.82	63.40
94	5.28	12.12	2.13
95	5.38	12.11	0.33
96	5.38	15.45	0.62
97	4.73	12.83	0.89
98	6.39	13.20	0.29
99	6.99	13.30	1.18
100	8.99	13.67	0.45
101	7.81	12.80	1.74
102	5.40	12.11	0.77
103	7.73	12.19	40.88
104	5.86	12.22	0.88
105	4.25	11.85	1.36
106	5.22	12.57	0.81
107	5.60	12.26	1.82
108	4.99	12.51	0.44
109	5.32	12.25	0.99
110	5.38	12.20	0.51
111	5.83	10.04	1.99
112	5.05	12.37	65.92
113	8.72	11.59	10.56
114	5.20	12.40	1.21
115	5.71	11.56	0.61
116	5.56	11.05	18.61
117	5.43	12.05	1.09
118	5.20	12.12	0.81
119	5.61	11.91	1.61
120	4.13	12.29	1.92
121	5.90	10.70	41.34
122	5.42	12.09	1.87
123	4.06	12.53	1.76
124	4.70	11.31	0.40
125	6.36	9.85	0.51
126	4.93	11.21	0.91
127	5.19	11.91	0.45
128	23.42	14.74	1.49
129	23.55	14.60	1.87
130	23.38	14.24	2.20
131	23.91	14.84	0.48
132	23.32	13.82	1.45
133	23.52	14.50	2.02
134	23.16	13.81	48.69
135	23.46	14.70	0.62
136	23.43	13.79	0.58
137	23.69	14.94	66.96
138	24.09	14.33	2.06
139	24.43	18.34	0.34
140	24.09	14.47	1.72
141	23.61	14.24	0.88
142	23.38	15.71	1.54
143	23.45	14.68	1.75
144	23.16	14.49	0.61
145	24.12	12.76	1.18
146	23.40	14.59	1.32
147	21.85	16.40	1.19
148	24.01	14.41	50.33
149	23.55	15.04	1.47
150	23.44	14.52	0.17
151	23.67	14.48	1.35
152	10.74	6.69	1.48
153	9.06	10.11	0.30
154	10.52	7.21	0.82
155	13.49	9.74	0.97
156	9.85	7.31	0.57
157	10.79	7.46	0.55
