NUM DRONES,4
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.6
DRONE TIME LIMIT,1.5
TRUCK TIME LIMIT,1.82
TRUCK UNIT COST,1.25
DRONE UNIT COST,0.03
0	6.89	16.20	0.00
1	9.24	17.10	1.82
2	14.16	15.11	1.70
3	13.91	6.38	1.72
4	16.55	14.38	0.38
5	11.60	0.46	0.69
6	1.29	18.65	1.40
7	8.82	3.84	0.99
8	3.75	2.70	0.96
9	11.09	8.31	1.36
10	12.19	5.53	7.21
11	12.10	8.53	2.01
12	19.67	11.36	1.60
13	5.04	0.81	1.04
14	10.75	18.39	1.13
15	6.75	17.06	0.89
16	18.03	1.44	0.47
17	15.51	14.10	2.13
18	19.57	1.58	1.91
19	4.71	12.18	0.24
20	3.79	9.28	0.15
21	15.63	0.23	58.10
22	2.76	12.80	0.70
23	16.10	10.06	0.52
24	1.00	19.73	0.90
25	4.92	16.08	1.30
26	17.21	1.00	0.91
27	1.50	8.10	2.10
28	13.74	7.52	0.38
29	18.69	11.34	1.44
30	12.24	19.60	1.38
31	12.14	0.49	0.39
32	0.39	10.65	0.73
33	9.63	1.93	1.12
34	3.03	11.86	0.73
35	11.07	17.64	0.15
36	17.27	16.27	1.75
37	0.26	14.54	1.17
38	12.98	16.06	1.74
39	0.55	10.45	0.98
40	16.66	14.16	49.31
41	4.16	19.72	0.15
42	6.99	13.07	1.37
43	2.43	2.22	1.85
44	18.77	18.96	33.94
45	12.91	1.71	0.41
46	11.86	6.29	0.32
47	15.06	7.74	2.09
48	14.57	0.52	21.27
49	15.58	3.05	0.34
50	1.05	11.27	33.56
