NUM DRONES,5
NUM TRUCKS,10
TRUCK CAP,1300.00
DRONE CAP,2.27
TRUCK SPEED,30.00
DRONE SPEED,40.00
DRONE ENDURANCE,0.60
DRONE TIME LIMIT,2.50
TRUCK TIME LIMIT,2.50
TRUCK UNIT COST,1.25
DRONE UNIT COST,0.03
0	12.50	12.50	0.00
1	17.57	10.35	1.07
2	21.80	19.87	0.79
3	13.90	14.39	0.72
4	11.95	17.77	1.77
5	2.18	8.68	28.03
6	24.36	15.76	0.74
7	21.17	20.11	1.72
8	5.52	7.79	1.05
9	11.96	19.09	1.94
10	17.68	5.60	0.66
11	20.41	0.54	1.77
12	14.84	1.77	2.23
13	16.96	18.66	2.27
14	11.66	18.20	0.28
15	9.91	8.01	53.66
16	3.87	11.77	0.43
17	10.56	1.09	2.05
18	24.27	2.10	0.51
19	13.88	0.74	36.13
20	2.33	20.81	1.39
21	8.79	19.39	1.28
22	9.40	13.86	0.36
23	4.39	7.36	1.13
24	2.43	5.74	0.51
25	16.40	13.67	1.54
26	11.34	0.63	0.37
27	0.15	23.81	2.14
28	14.10	0.74	2.25
29	11.13	20.29	1.12
30	8.84	14.54	1.21
31	19.27	13.52	0.64
32	0.84	24.29	1.96
33	6.95	10.46	0.93
34	5.26	24.36	0.59
35	2.03	12.39	1.79
36	6.29	0.77	34.37
37	22.61	3.18	0.23
38	8.46	22.87	0.41
39	11.28	9.60	0.24
40	3.76	11.09	0.14
41	22.54	15.39	0.54
42	10.98	10.93	0.30
43	19.25	20.51	62.05
44	17.07	22.22	2.17
45	23.00	11.45	0.33
46	20.82	7.87	56.65
47	18.45	15.28	0.93
48	5.11	0.67	1.14
49	14.61	4.88	13.78
50	3.91	21.03	2.13
51	19.73	14.94	2.25
52	19.79	23.94	0.81
53	21.50	17.99	2.16
54	9.68	4.99	1.54
55	6.23	10.22	0.34
56	23.80	12.07	2.14
57	22.33	2.65	1.00
58	22.16	19.80	1.79
59	19.46	15.43	1.50
60	10.76	12.85	1.58
61	14.49	21.15	0.99
62	5.47	17.99	0.72
63	6.24	6.91	2.05
64	10.09	9.31	1.60
65	17.48	8.19	0.71
66	1.63	17.23	36.50
67	21.20	12.92	1.83
68	4.22	20.56	1.65
69	24.55	22.39	0.81
70	12.03	24.05	49.08
71	9.85	7.11	3.62
72	23.52	19.90	38.88
73	5.39	3.72	1.53
74	15.57	23.93	3.78
75	21.90	3.09	16.24
76	13.42	15.04	1.28
77	23.18	17.21	0.92
78	13.53	16.78	1.91
79	23.53	4.75	0.15
80	0.73	21.73	64.17
81	5.09	23.82	2.02
82	2.39	24.52	0.20
83	7.55	22.51	1.58
84	11.98	14.74	1.20
85	12.45	5.64	2.04
86	15.10	24.91	1.74
87	1.38	13.70	0.37
88	22.27	20.02	1.63
89	2.92	1.61	66.00
90	10.48	0.04	0.43
91	16.45	17.06	0.96
92	2.18	24.21	0.85
93	9.02	23.45	0.54
94	13.08	12.42	0.15
95	7.03	2.42	0.89
96	21.22	19.48	1.83
97	12.19	20.63	0.63
98	10.20	12.87	0.14
99	8.77	1.68	0.91
100	14.70	13.62	1.32
101	3.27	6.59	59.90
102	13.77	15.88	0.39
103	19.77	2.04	0.95
104	18.21	1.22	0.97
105	10.35	2.14	1.10
106	8.37	12.67	1.19
107	4.62	19.10	2.05
108	20.99	19.56	1.53
109	12.03	2.76	1.86
110	0.42	17.49	1.59
111	20.90	0.87	1.92
112	6.71	18.83	1.22
113	16.76	11.64	1.43
114	5.63	5.90	1.07
115	4.26	7.10	1.96
116	5.75	7.17	1.57
117	17.54	11.91	1.55
118	18.08	2.26	0.93
119	22.47	5.68	1.70
120	13.20	23.03	1.34
121	6.34	5.22	1.63
122	23.57	2.41	2.07
123	18.43	11.18	0.50
124	14.46	9.35	58.63
125	1.16	19.18	0.41
126	2.72	6.12	0.37
127	3.03	23.56	1.65
128	2.30	7.64	2.25
129	20.80	21.16	28.98
130	24.06	7.40	0.36
131	2.16	14.78	0.19
132	13.15	21.21	2.24
133	15.98	15.67	1.13
134	17.62	4.19	0.26
135	23.22	2.64	0.19
136	3.49	21.21	2.05
137	9.74	19.35	1.09
138	14.03	5.14	1.33
139	1.69	15.02	1.88
140	1.01	10.63	51.42
141	22.53	22.87	1.54
142	14.23	9.42	1.44
143	21.18	13.39	0.81
144	10.52	16.64	0.81
145	5.43	19.60	2.26
146	4.77	21.52	2.13
147	23.07	12.63	0.69
148	23.15	2.37	2.09
149	12.58	9.99	1.28
150	0.48	8.19	0.14
151	23.50	18.55	2.08
152	13.77	5.83	60.25
153	16.11	10.01	0.14
154	24.27	0.46	1.87
155	21.58	5.02	20.27
156	5.87	7.26	1.60
157	13.75	6.19	1.21
158	19.38	23.29	0.17
159	6.49	24.69	67.08
160	12.78	9.05	2.13
161	9.86	15.59	1.19
162	2.59	13.69	2.08
163	7.41	19.69	1.93
164	21.23	11.15	0.89
165	18.69	20.18	0.86
166	10.09	9.83	2.20
167	19.38	7.48	0.50
168	10.69	14.14	62.19
169	11.00	23.93	0.34
170	11.11	13.25	1.71
171	9.39	1.65	44.04
172	13.60	19.17	2.26
173	11.40	2.32	1.31
174	8.17	2.34	1.05
175	12.89	0.79	0.79
176	9.36	3.77	66.42
177	14.78	19.52	0.83
178	19.70	18.68	1.54
179	14.99	9.46	0.92
180	12.19	22.39	1.38
181	8.96	11.99	1.80
182	23.74	2.42	1.11
183	23.19	17.04	0.24
184	20.75	15.06	0.78
185	12.22	12.22	2.05
186	2.32	14.47	1.30
187	15.67	5.57	1.72
188	18.14	0.04	1.96
189	15.82	14.59	1.27
190	17.22	1.96	2.19
191	20.96	24.86	1.38
192	23.45	2.46	1.31
193	11.72	10.30	0.87
194	11.76	1.09	0.79
195	12.98	22.58	2.08
196	11.71	19.27	1.81
197	19.43	9.31	65.17
198	15.22	2.76	2.27
199	3.31	16.50	1.95
200	12.28	18.73	0.97
201	1.59	0.41	1.86
202	2.01	6.25	1.77
203	4.56	15.79	2.03
204	16.54	23.42	0.45
205	0.95	6.21	0.95
206	17.15	10.91	26.72
207	5.67	13.48	1.76
208	21.73	5.76	0.56
209	0.99	0.50	0.90
210	1.15	1.28	1.16
211	1.59	0.21	0.97
212	1.68	0.45	0.87
213	1.82	0.46	2.26
214	1.36	0.15	1.81
215	0.39	0.98	0.87
216	1.14	0.73	0.50
217	1.78	0.05	12.43
218	2.65	1.62	0.92
219	3.60	1.31	1.99
220	1.00	1.03	0.80
221	1.61	0.41	1.81
222	1.92	0.13	0.76
223	1.63	0.83	1.99
224	1.66	0.35	2.00
225	0.67	0.70	2.15
226	1.44	6.43	0.52
227	2.36	6.57	0.82
228	1.04	6.25	1.58
229	1.74	6.17	49.70
230	1.66	6.29	0.73
231	3.82	3.60	2.21
232	2.23	5.56	44.77
233	1.51	7.06	1.26
234	4.60	4.03	31.05
235	1.70	6.65	1.97
236	2.94	5.64	1.17
237	2.73	6.50	0.39
238	3.55	6.86	1.31
239	2.30	7.77	1.41
240	2.02	5.95	0.99
241	0.23	9.05	1.89
242	1.68	6.41	1.41
243	2.18	6.42	0.29
244	2.10	6.30	59.86
245	1.80	6.88	2.23
246	1.85	6.46	1.49
247	2.04	6.27	0.45
248	1.38	6.91	1.40
249	1.98	6.45	2.12
250	1.70	5.58	2.00
251	1.94	6.49	1.32
252	2.68	5.68	0.61
253	4.07	6.49	0.85
254	1.71	6.03	14.20
255	2.04	6.39	1.60
256	2.89	9.21	2.24
257	1.92	6.28	58.38
258	1.99	6.32	0.47
259	2.03	6.56	1.98
260	4.49	15.73	1.91
261	4.33	15.07	1.35
262	4.74	16.84	0.17
263	1.43	15.18	0.69
264	5.08	16.61	1.48
265	4.27	15.86	40.04
266	4.56	15.79	1.85
267	1.59	16.75	1.13
268	4.18	15.26	1.64
269	4.97	16.05	40.84
270	5.74	15.31	0.99
271	3.58	15.64	2.20
272	4.16	15.68	2.06
273	4.70	16.41	2.13
274	5.57	15.24	5.90
275	5.31	13.04	54.85
276	4.13	15.13	2.14
277	4.18	18.49	1.64
278	4.55	15.82	0.87
279	6.14	13.23	1.50
280	4.99	16.05	1.35
281	3.82	15.76	0.26
282	3.62	15.58	0.83
283	2.97	15.91	2.17
