NUM DRONES,4
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.6
DRONE TIME LIMIT,1.5
TRUCK TIME LIMIT,1.5
TRUCK UNIT COST,1.25
DRONE UNIT COST,0.03
0	10.00	10.00	0.00
1	9.83	17.16	14.11
2	16.78	14.53	1.77
3	14.26	2.13	0.90
4	3.54	1.99	1.83
5	8.77	13.69	1.04
6	10.93	4.39	0.77
7	6.46	4.82	30.68
8	1.55	15.70	0.64
9	7.54	15.98	2.16
10	9.70	17.60	2.14
11	10.00	17.35	1.77
12	10.26	17.64	1.58
13	16.98	15.06	1.81
14	17.07	14.61	1.96
15	13.92	2.32	2.24
16	13.46	0.83	2.09
17	3.91	2.11	0.36
18	3.10	1.92	1.62
19	3.04	1.42	63.63
20	9.49	12.48	58.29
21	9.74	13.95	2.16
22	8.83	13.67	1.25
23	9.07	13.33	2.17
24	8.82	13.77	2.18
25	7.88	14.30	1.29
26	7.99	11.89	1.29
27	10.99	4.36	1.82
28	9.75	4.67	1.23
29	9.20	2.02	0.68
30	11.73	4.37	41.21
31	11.10	4.57	1.08
32	11.13	3.80	0.58
33	11.09	4.17	0.54
34	11.29	4.77	1.02
35	10.59	3.95	1.58
36	10.29	4.88	34.51
37	6.50	3.05	9.59
38	7.33	6.91	0.12
39	7.97	4.28	42.69
40	6.37	4.55	1.67
41	6.45	4.83	2.05
42	6.62	4.23	2.15
43	7.39	4.11	0.71
44	3.87	4.80	0.70
45	6.45	4.88	32.43
46	6.45	4.85	0.38
47	7.60	5.30	24.12
48	5.57	7.05	0.30
49	1.24	16.31	2.24
50	1.02	15.44	1.36
