NUM DRONES,5
NUM TRUCKS,10
TRUCK CAP,1300.00
DRONE CAP,2.27
TRUCK SPEED,30.00
DRONE SPEED,40.00
DRONE ENDURANCE,0.60
DRONE TIME LIMIT,2.00
TRUCK TIME LIMIT,2.46
TRUCK UNIT COST,1.25
DRONE UNIT COST,0.03
0	12.50	0.00	0.00
1	0.09	24.40	2.14
2	24.38	17.70	13.28
3	21.54	9.73	65.64
4	17.46	4.69	0.69
5	10.20	23.28	2.16
6	15.31	22.75	1.07
7	19.57	24.91	1.88
8	5.66	4.99	0.65
9	8.69	11.02	0.87
10	18.46	18.06	0.60
11	22.41	17.55	1.15
12	21.39	21.18	1.13
13	18.05	0.67	1.87
14	11.65	12.88	2.22
15	18.81	16.43	1.68
16	13.35	6.71	1.38
17	12.97	24.90	0.26
18	7.95	3.71	1.05
19	10.37	8.00	1.80
20	16.71	12.49	1.24
21	5.68	4.43	1.81
22	6.24	11.10	2.15
23	5.99	23.16	0.54
24	16.07	24.39	0.45
25	13.23	7.65	0.19
26	4.80	12.12	2.00
27	13.71	5.54	1.46
28	8.49	18.59	1.80
29	19.65	18.84	2.01
30	3.86	15.46	1.97
31	1.45	10.49	1.93
32	9.72	11.23	2.10
33	20.50	4.14	1.67
34	15.87	22.46	1.86
35	6.27	20.82	1.61
36	19.46	14.04	0.78
37	16.80	22.85	6.88
38	5.25	8.77	1.25
39	10.31	4.09	1.48
40	5.26	5.31	1.64
41	21.14	7.49	1.03
42	15.95	14.13	8.52
43	1.07	23.03	1.21
44	8.07	2.50	0.37
45	21.81	17.38	2.25
46	19.51	1.69	57.70
47	10.00	4.25	0.78
48	17.84	23.79	0.84
49	5.20	3.33	2.07
50	20.38	0.67	0.75
51	7.75	7.29	2.10
52	2.86	0.06	1.51
53	17.18	22.50	0.73
54	17.21	3.03	2.18
55	8.56	13.36	0.15
56	8.84	10.25	0.68
57	8.56	23.64	0.71
58	7.22	21.50	1.80
59	19.94	6.60	1.14
60	6.63	17.06	1.38
61	9.02	9.29	1.66
62	18.82	1.18	0.70
63	2.04	19.16	0.93
64	7.38	9.54	1.26
65	24.12	23.71	0.15
66	12.99	14.38	0.97
67	19.50	8.75	2.22
68	2.18	2.18	0.67
69	4.47	16.40	0.93
70	19.93	11.16	1.63
71	7.41	16.77	0.63
72	5.63	8.06	2.02
73	23.83	15.36	0.17
74	5.95	13.32	0.17
75	16.62	11.44	0.53
76	5.51	9.48	1.31
77	16.75	22.84	2.01
78	8.26	5.70	0.41
79	2.59	9.05	0.18
80	6.24	12.39	1.04
81	20.50	7.46	0.64
82	3.18	10.61	0.89
83	14.23	5.27	2.09
84	9.50	20.66	0.76
85	7.25	16.28	0.37
86	13.60	5.46	57.59
87	10.14	24.25	1.16
88	22.79	18.17	1.74
89	12.04	8.07	1.90
90	13.95	22.61	3.09
91	19.28	2.29	0.20
92	10.70	23.33	1.94
93	3.95	0.65	1.22
94	9.84	7.49	3.08
95	3.11	1.60	23.50
96	2.63	9.39	2.00
97	24.79	8.62	51.44
98	22.47	16.12	0.46
99	4.38	10.08	0.25
100	3.63	6.56	1.50
