NUM DRONES,4
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.6
DRONE TIME LIMIT,1.5
TRUCK TIME LIMIT,1.5
TRUCK UNIT COST,1.25
DRONE UNIT COST,0.03
0	10.00	10.00	0.00
1	12.74	5.42	48.40
2	3.31	1.41	1.36
3	0.44	8.90	1.53
4	2.44	19.32	2.17
5	5.90	13.37	0.52
6	2.36	19.00	0.64
7	8.26	19.62	1.49
8	4.62	14.40	2.08
9	2.40	10.25	1.90
10	13.39	2.44	1.85
11	9.60	6.40	2.23
12	2.67	0.37	0.60
13	3.76	8.24	0.74
14	7.81	17.27	0.75
15	10.14	1.86	0.84
16	1.79	0.96	1.87
17	9.42	3.94	1.39
18	13.92	1.24	27.16
19	5.98	8.22	39.86
20	13.09	13.19	2.24
21	15.98	0.97	2.24
22	16.69	14.99	15.35
23	2.36	16.12	1.72
24	12.07	2.58	20.43
25	3.28	17.56	1.66
26	19.68	14.88	10.43
27	2.11	0.46	0.49
28	9.74	2.94	0.95
29	3.13	9.70	0.27
30	1.57	15.80	1.27
31	14.16	19.47	4.85
32	16.34	6.70	0.72
33	11.25	8.41	1.88
34	1.61	5.22	0.58
35	2.09	0.07	0.84
36	17.23	17.87	0.35
37	13.25	12.76	36.58
38	17.04	18.62	0.22
39	16.28	12.92	0.77
40	8.45	13.48	42.61
41	19.82	5.98	0.81
42	0.05	18.09	2.04
43	8.61	17.36	0.56
44	10.12	16.12	55.67
45	16.99	1.08	1.91
46	13.27	18.10	21.78
47	4.87	15.27	1.85
48	12.00	19.58	1.64
49	7.22	15.25	1.06
50	4.52	10.45	55.15
