NUM DRONES,5
NUM TRUCKS,10
TRUCK CAP,1300.0
DRONE CAP,2.27
TRUCK SPEED,30.0
DRONE SPEED,40.0
DRONE ENDURANCE,0.6
DRONE TIME LIMIT,2.0
TRUCK TIME LIMIT,2.0
TRUCK UNIT COST,1.25
DRONE UNIT COST,0.03
0	16.80	16.59	0.00
1	11.54	4.88	2.05
2	18.36	5.79	0.37
3	2.38	4.91	1.94
4	22.01	7.66	2.14
5	24.02	21.67	36.34
6	13.41	22.89	0.92
7	21.43	16.78	0.66
8	12.29	5.22	0.65
9	11.80	4.48	0.42
10	11.31	4.91	1.61
11	11.49	3.24	1.73
12	11.61	5.23	1.43
13	10.44	3.46	1.26
14	11.71	4.69	0.33
15	11.41	5.65	1.49
16	12.02	5.85	1.68
17	11.24	6.12	0.95
18	12.45	3.94	0.19
19	11.89	4.95	14.97
20	11.87	4.58	0.70
21	11.57	4.59	1.66
22	11.56	4.95	0.15
23	11.07	5.59	1.77
24	11.15	5.50	0.43
25	11.56	4.49	0.46
26	12.52	4.72	1.67
27	10.36	2.93	2.08
28	10.57	4.71	2.00
29	12.26	4.94	0.70
30	12.48	4.43	1.24
31	11.77	5.69	0.97
32	11.52	4.75	1.95
33	11.68	5.02	17.77
34	11.11	4.25	0.47
35	12.53	5.05	0.91
36	12.02	2.30	65.70
37	11.61	4.95	1.21
38	11.91	5.48	27.27
39	12.02	6.27	0.51
40	10.96	4.68	1.14
41	11.35	5.04	0.36
42	11.31	4.92	0.99
43	17.60	5.39	1.10
44	19.15	6.16	1.13
45	16.46	7.64	1.54
46	20.54	7.48	1.48
47	18.36	5.81	1.16
48	18.36	5.75	66.02
49	18.51	5.65	1.46
50	18.61	5.57	0.52
51	18.53	5.73	0.53
52	17.99	4.99	1.21
53	17.93	5.98	0.70
54	18.03	6.72	34.44
55	18.34	5.86	63.66
56	18.37	5.81	2.23
57	19.64	5.19	62.00
58	18.37	6.11	1.54
59	16.03	3.55	1.56
60	20.89	4.81	25.13
61	16.91	5.37	1.84
62	18.41	6.67	0.88
63	17.21	6.42	0.97
64	18.40	5.81	1.30
65	18.57	5.67	1.61
66	18.49	5.42	62.89
67	19.08	6.61	62.97
68	18.23	5.83	0.69
69	18.28	5.94	0.95
70	21.17	4.27	0.78
71	17.75	3.63	0.99
72	18.73	5.60	1.44
73	18.45	5.06	0.51
74	19.61	4.84	1.59
75	18.54	5.70	2.12
76	2.79	5.29	0.56
77	1.83	4.89	2.13
78	1.37	8.39	19.63
79	2.23	4.80	0.96
80	2.08	5.27	0.49
81	0.93	5.73	2.07
82	2.29	4.79	2.20
83	2.54	4.58	0.71
84	2.35	4.92	2.18
85	2.81	5.36	1.23
86	6.18	5.19	2.18
87	2.42	4.85	0.32
88	1.97	5.16	1.72
89	2.65	5.05	14.38
90	2.86	4.14	0.33
91	4.52	7.02	42.27
92	0.90	8.01	0.66
93	1.96	5.02	1.64
94	2.44	4.61	0.77
95	2.40	5.29	49.05
96	3.68	2.47	1.03
97	3.02	4.68	43.25
98	2.75	5.34	2.12
99	21.79	8.33	2.16
100	21.54	7.04	0.43
101	22.51	7.61	0.64
102	22.05	7.75	10.47
103	22.27	9.60	0.73
104	22.08	7.70	45.00
105	21.54	7.73	1.03
106	21.17	8.56	1.79
107	21.88	11.43	0.17
108	21.79	7.98	0.37
109	21.61	11.20	0.78
110	21.18	6.97	11.97
111	22.51	7.73	0.55
112	21.86	7.48	1.79
113	21.91	7.74	0.55
114	21.99	7.68	2.03
115	22.28	7.93	1.95
116	22.11	7.57	1.08
117	23.59	6.71	59.95
118	22.61	7.74	2.07
119	24.34	8.77	1.39
120	23.92	21.71	0.44
121	23.73	21.00	31.42
122	24.06	21.43	1.27
123	23.66	21.93	1.34
124	21.56	19.30	1.61
125	23.88	21.78	1.84
126	23.39	21.27	0.39
127	22.59	20.34	0.35
128	21.63	21.41	0.72
129	23.98	21.51	1.35
130	24.43	22.38	0.20
131	20.63	23.23	1.42
132	23.88	21.89	2.08
133	23.77	21.53	0.91
134	24.39	21.45	1.54
135	23.44	22.10	1.45
136	22.03	24.05	57.13
137	23.87	21.69	2.09
138	24.55	21.85	1.33
139	24.75	21.01	0.16
140	24.00	21.65	0.17
141	23.20	22.79	1.01
142	23.31	19.77	1.01
143	23.38	21.16	1.15
144	24.04	23.01	13.17
145	24.34	21.59	0.86
146	23.86	19.31	1.38
147	24.88	22.22	59.04
148	23.03	22.78	1.18
149	13.47	22.85	0.36
150	13.38	23.51	13.97
151	16.55	23.18	2.09
152	12.39	22.54	1.86
153	13.46	22.84	0.59
154	12.88	22.99	9.16
155	13.93	24.12	0.53
156	14.48	23.07	0.64
157	14.72	20.77	1.48
158	13.08	22.66	2.00
159	12.95	23.08	0.41
160	13.48	23.29	1.15
161	13.44	23.51	1.30
162	13.35	21.99	2.03
163	11.75	21.74	1.41
164	13.58	22.55	1.89
165	13.19	23.38	34.46
166	23.66	16.75	0.42
167	21.75	16.53	19.73
168	21.40	16.73	1.85
169	24.11	18.05	2.21
170	21.94	17.37	1.89
171	22.31	17.40	0.23
172	21.48	16.68	13.86
173	23.94	16.57	1.47
174	22.01	17.56	1.05
175	18.96	17.92	1.50
176	20.56	16.85	1.44
177	19.57	14.40	0.93
178	23.52	16.07	1.69
179	20.93	17.01	1.97
180	20.04	15.93	0.63
181	21.82	15.96	1.51
182	22.68	16.46	38.94
183	22.55	17.20	0.47
184	19.16	17.88	1.00
185	22.02	16.33	38.86
186	21.42	16.43	0.49
187	21.54	16.64	0.18
188	20.95	16.56	0.60
189	21.93	14.96	1.89
190	21.90	15.17	1.26
191	20.72	17.53	0.30
192	21.02	16.49	2.10
193	21.35	15.54	27.06
194	21.10	16.29	0.83
195	21.47	17.22	2.18
196	21.42	16.61	0.65
197	21.46	16.81	59.80
198	21.60	17.10	38.22
199	21.38	16.66	1.77
200	20.31	19.36	1.43
